Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;
510279305000004;1;0;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X"
510279305000005;1;4;0;0;5;0;2;0;0;14;0;5;1;1;14;0;4;1;0;13;0;1;0;1;1;0;4;1;0;5;0;1;5;0;6;0;1;0;0;4;0;2;1;0;7;0;1;0;0;4;0;3;0;0;5;0;5;2;0;9;0;0;0;0;1;0;4;1;0;3;0;1;0;0;3;0;0;0;0;1;0;2;0;0;5;0;4;1;0;9;0;6;1;1;9;0;4;0;1;5;0;2;1;0;4;0;1;2;0;5;0;2;0;0;2;0;2;0;1;3;0;5;1;0;10;0;2;1;0;4;0;2;1;0;6;0;0;0;0;3;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0
510279305000006;1;5;1;0;10;0;22;8;0;31;1;14;8;0;22;0;9;7;0;18;0;5;1;0;4;0;20;4;0;20;0;16;1;1;22;0;10;2;1;14;1;24;4;0;16;0;7;1;0;18;0;4;4;0;11;0;9;1;0;6;0;5;1;0;5;0;6;1;0;5;0;6;0;0;6;0;3;0;0;5;0;17;2;2;11;0;21;4;0;30;0;22;2;2;27;0;18;1;2;16;0;4;1;0;11;0;16;4;0;14;0;16;2;0;19;0;17;5;1;23;0;14;6;1;21;0;5;2;0;13;0;6;3;0;6;0;5;1;0;4;0;4;0;0;2;0;6;0;0;6;0;0;0;0;0;0
510279305000007;1;9;2;0;14;0;21;1;0;24;0;12;2;0;27;0;8;2;0;18;0;4;0;0;9;0;16;1;1;19;0;12;2;0;23;0;15;0;1;13;0;9;3;0;16;0;13;4;0;21;0;9;1;0;17;0;9;1;1;6;0;7;0;0;9;1;2;1;0;9;0;4;0;1;5;0;2;0;0;6;0;8;2;1;15;0;21;3;1;27;0;24;2;1;21;0;19;1;0;16;0;5;1;1;5;0;11;1;0;22;0;9;0;1;15;0;17;4;0;25;0;16;0;0;24;0;6;1;0;19;0;8;1;1;12;0;4;1;0;3;0;1;1;1;2;0;8;0;0;7;0;0;1;2;3;0
510279305000008;1;1;0;0;0;0;2;0;0;9;0;6;0;0;6;0;5;0;0;3;0;1;0;0;3;0;4;0;1;7;0;4;0;0;2;0;4;0;0;8;0;2;1;0;3;0;5;0;0;6;0;1;0;0;2;0;5;1;1;3;0;3;0;0;4;0;3;0;0;2;0;5;1;1;5;0;0;0;0;0;0;1;0;0;6;0;3;0;0;10;0;2;1;2;7;0;1;1;1;5;0;1;0;1;2;0;7;0;2;2;0;4;0;0;8;0;3;1;0;4;0;1;1;0;6;0;3;0;1;1;0;6;0;1;3;0;2;0;1;3;0;1;0;0;2;0;3;0;2;2;0;1;0;0;1;0
510279305000009;5;0;2;0;7;0;6;1;0;12;0;8;0;0;16;0;5;0;0;11;0;3;0;0;5;0;3;1;0;9;0;4;1;0;8;0;4;0;0;7;0;0;0;0;14;0;7;1;0;8;0;4;1;1;6;0;2;1;0;3;0;4;0;0;2;0;2;1;0;1;0;1;0;0;2;0;1;0;0;1;0;3;0;0;4;0;6;4;0;14;0;0;1;0;15;0;0;1;0;12;0;0;0;0;3;0;3;2;0;6;0;2;0;0;10;0;1;1;0;7;0;6;0;0;9;0;1;1;0;8;0;4;0;0;5;0;1;0;0;2;0;0;0;0;0;0;2;2;0;3;0;1;0;0;0;0
510279305000010;8;6;0;0;6;0;11;0;0;14;0;10;0;0;12;0;9;0;0;9;0;1;0;0;3;0;2;0;0;6;0;4;0;0;4;0;7;0;0;7;0;12;0;0;14;0;9;0;0;8;0;3;0;0;12;0;1;0;0;2;0;2;0;0;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;2;0;0;5;0;11;0;0;11;0;2;0;0;9;0;1;0;0;6;0;1;0;0;3;0;4;0;0;5;0;9;0;0;6;0;9;0;0;7;0;5;0;0;6;0;5;0;0;10;0;6;0;0;5;0;1;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
510279305000011;8;2;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X"
510279305000012;8;5;1;0;8;0;8;3;0;24;0;10;1;0;23;0;6;0;0;15;0;4;1;0;8;0;6;1;0;12;0;4;1;0;19;0;7;0;0;12;0;8;3;0;19;0;12;2;0;20;0;6;0;0;15;0;3;1;0;6;0;3;1;0;7;0;7;1;0;6;0;2;0;0;6;0;0;0;0;3;0;3;0;0;8;0;10;2;0;21;0;9;0;0;13;0;7;0;0;10;0;2;0;0;3;0;7;2;0;15;0;7;0;0;15;0;2;1;0;9;0;9;0;0;10;0;7;0;0;9;0;4;1;0;10;0;3;1;0;6;0;4;0;0;4;0;6;0;0;4;0;1;0;0;1;0
510279305000013;8;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X"
510279305000014;8;1;0;0;0;0;5;0;0;4;0;5;0;0;2;0;4;0;0;1;0;1;0;0;1;0;2;0;0;2;0;4;0;0;2;0;2;3;0;3;0;2;0;0;4;0;5;1;0;3;0;2;1;0;7;0;2;0;0;3;0;5;2;0;0;0;3;0;0;1;0;2;1;0;1;0;0;0;0;0;0;3;0;0;3;0;6;0;0;3;0;5;0;0;4;0;3;0;0;2;0;2;0;0;2;0;3;0;0;1;0;0;0;0;4;0;4;0;0;3;0;4;0;0;0;0;4;0;1;5;0;4;0;0;1;0;5;1;0;3;0;0;0;0;1;0;5;0;0;4;0;2;0;0;1;0
510279305000015;8;0;0;0;2;0;7;0;0;5;0;5;0;0;4;0;3;0;0;3;0;2;0;0;1;0;3;0;0;5;0;4;0;0;4;0;0;0;0;9;0;3;0;0;6;0;5;1;0;4;0;3;0;0;6;0;3;0;0;4;0;1;0;1;4;0;6;1;0;8;0;2;0;0;2;0;0;0;0;0;0;2;0;2;2;0;3;0;0;8;0;2;0;0;3;0;1;0;0;3;0;1;0;0;0;0;5;0;0;8;0;2;0;0;4;0;5;0;0;3;0;0;0;0;4;0;2;0;0;5;0;4;0;0;5;0;5;0;0;2;0;3;0;0;3;0;5;0;0;2;0;3;0;0;1;0
510279305000016;8;6;1;2;6;0;16;0;0;14;0;11;1;1;16;0;8;0;1;9;0;3;1;0;7;0;5;0;0;4;0;4;0;0;2;0;6;0;1;9;0;6;0;0;14;0;13;0;0;10;0;9;2;3;7;0;5;1;0;6;0;8;0;0;9;0;10;2;0;3;0;0;1;0;10;0;1;0;0;0;0;6;0;0;6;0;7;0;2;12;0;3;0;1;12;0;2;0;1;10;0;1;0;0;2;0;3;0;0;2;0;6;0;0;10;0;3;1;1;9;0;8;1;0;10;0;5;1;2;5;0;5;0;0;8;0;4;0;0;8;0;5;1;0;5;0;4;0;0;6;0;1;0;0;2;0
510279305000017;8;1;0;0;3;0;6;0;0;6;0;4;0;0;8;0;2;0;0;4;0;2;0;0;4;0;5;1;0;5;0;6;0;0;4;0;3;1;0;4;0;5;0;0;7;0;9;0;0;8;0;6;0;0;3;0;2;0;1;2;0;3;0;0;6;0;6;0;0;5;0;3;2;0;5;0;1;0;0;2;0;2;0;0;2;0;6;0;0;2;0;5;0;0;3;0;4;0;0;2;0;1;0;0;1;0;3;1;0;3;0;2;0;0;5;0;3;0;0;6;0;4;1;0;3;0;6;0;0;6;0;0;0;0;4;0;2;2;0;3;0;2;0;0;7;0;2;0;0;5;0;2;0;0;2;0
510279305000018;8;1;0;0;6;0;6;0;0;13;0;6;1;1;8;0;4;1;0;5;0;2;0;1;3;0;10;1;0;4;0;4;2;0;11;0;6;2;0;4;0;7;0;0;8;0;7;0;0;10;0;6;0;0;8;0;3;0;0;5;0;8;2;0;3;1;3;3;0;4;0;8;2;0;5;0;0;1;0;1;0;2;0;0;5;0;8;1;0;12;0;9;1;0;11;0;6;1;0;7;0;3;0;0;4;0;7;0;0;4;0;3;1;1;6;0;7;0;0;10;0;5;0;0;6;0;6;2;0;12;0;4;0;1;3;0;4;1;0;5;0;3;1;0;3;0;7;0;0;3;0;3;0;0;1;0
510279305000019;8;7;0;0;4;0;8;1;0;16;0;13;1;0;17;0;9;0;0;13;0;4;1;0;4;0;1;0;0;9;0;8;1;0;5;0;6;2;0;13;0;5;0;0;8;0;12;1;0;4;0;11;1;0;5;0;6;1;0;6;0;8;2;0;4;0;6;1;0;5;0;8;1;0;3;0;0;0;0;0;0;5;0;0;8;0;11;0;0;12;0;8;0;0;17;0;5;0;0;9;0;3;0;0;8;0;10;1;0;9;0;4;0;0;9;0;6;1;0;7;0;5;0;0;9;0;2;0;0;7;0;8;1;0;4;0;6;0;0;4;0;6;0;0;5;0;4;0;0;5;0;5;0;0;7;0
510279305000020;8;2;0;0;5;0;2;2;0;6;0;4;2;0;5;0;3;1;0;3;0;1;1;0;2;0;2;0;0;5;0;5;0;0;6;0;2;1;0;4;0;2;0;0;6;0;6;0;0;4;0;3;0;0;1;0;2;1;0;4;0;4;0;0;3;0;3;2;0;2;0;4;0;0;3;0;1;0;0;0;0;0;0;0;4;0;1;0;0;8;0;2;0;0;2;0;1;0;0;1;0;1;0;0;1;0;4;0;0;4;0;3;0;0;2;0;5;0;0;5;0;2;0;0;2;0;2;0;0;3;0;3;1;0;0;0;3;1;0;1;0;2;0;0;5;0;1;0;0;6;0;0;0;0;0;0
510279305000021;8;3;0;0;4;0;5;0;0;5;0;4;1;0;10;0;2;1;0;5;0;2;0;0;5;0;0;1;0;5;0;3;0;0;5;0;2;0;0;9;0;3;0;0;3;0;3;1;0;4;0;3;2;0;2;0;2;0;0;5;0;2;0;0;2;0;2;1;0;5;0;5;1;0;0;0;1;0;0;0;0;0;0;0;2;0;4;1;0;2;0;1;3;0;4;0;0;3;0;2;0;1;0;0;2;0;2;0;0;7;0;3;1;0;4;0;4;0;0;4;0;2;1;0;1;0;0;0;0;1;0;2;0;0;4;0;1;0;0;2;0;2;0;0;2;0;5;1;1;2;0;0;0;0;0;0
510279305000022;8;3;0;0;0;0;9;2;0;7;0;0;1;0;5;0;0;0;0;3;0;0;1;0;2;0;2;1;0;3;0;7;0;0;6;0;6;1;0;4;0;2;0;0;3;0;3;1;1;3;0;5;0;1;3;0;4;0;0;3;0;2;0;0;2;0;3;0;1;1;0;3;1;0;2;0;0;0;0;0;0;0;0;0;2;0;6;0;0;11;0;2;1;0;8;0;2;1;0;6;0;0;0;0;2;0;5;0;0;3;0;5;1;0;2;0;2;2;0;4;0;1;1;0;6;0;3;1;0;4;0;2;0;0;3;0;2;0;0;1;0;4;0;0;1;0;3;0;0;1;0;2;0;0;0;0
510279305000023;8;4;1;0;7;0;7;0;0;18;0;9;1;0;13;0;4;1;0;8;0;5;0;0;5;0;5;0;0;11;0;4;0;0;13;0;5;1;0;4;0;5;0;2;14;0;5;0;0;9;0;9;1;1;7;0;6;0;0;10;0;5;0;0;5;0;6;0;0;2;0;4;0;0;3;0;0;0;0;6;0;4;0;0;5;0;8;0;1;17;0;9;2;1;9;0;7;2;1;7;0;2;0;0;2;0;5;1;1;13;0;2;0;0;11;0;7;0;1;9;0;3;1;0;10;0;6;0;2;11;0;6;0;0;5;0;1;0;0;3;0;2;0;0;1;0;4;1;0;5;0;3;0;0;2;0
510279305000024;8;1;0;0;3;0;6;0;0;10;0;4;0;0;11;0;4;0;0;6;0;0;0;0;5;0;2;1;0;9;0;2;0;0;4;0;2;0;0;6;0;8;0;0;9;0;7;1;0;9;0;4;1;0;7;0;1;1;0;4;0;1;1;0;2;0;5;0;0;5;0;2;0;0;4;0;0;0;0;1;0;1;0;0;7;0;1;0;0;9;0;4;0;0;10;0;2;0;0;8;0;2;0;0;2;0;2;0;0;8;1;3;0;0;5;0;1;1;0;9;0;6;0;0;7;0;1;0;0;7;0;3;0;0;3;0;3;0;0;1;0;1;0;0;5;0;4;0;0;5;0;3;0;0;0;0
510279305000025;8;2;0;1;1;0;6;0;0;13;0;6;1;0;8;0;6;1;0;5;0;0;0;0;3;0;5;1;0;2;0;3;0;0;2;0;1;1;0;1;0;1;1;0;2;0;6;1;1;5;0;3;0;0;3;0;4;0;1;2;0;5;0;0;4;0;3;0;0;3;0;5;1;0;3;0;0;0;0;0;0;1;0;0;2;0;6;0;0;7;0;10;1;0;0;0;7;1;0;0;0;3;0;0;0;0;7;0;0;0;0;2;1;0;7;0;1;1;0;7;0;4;1;0;3;0;6;0;0;2;0;4;0;0;3;0;1;0;1;1;0;1;1;0;3;0;2;0;0;0;0;3;0;0;0;0
510279305000026;8;6;0;0;6;0;7;0;0;15;0;7;0;0;8;0;4;0;0;5;0;3;0;0;3;0;5;1;0;9;0;8;1;0;19;0;1;0;0;10;0;5;1;0;9;0;3;1;0;13;0;7;0;1;7;0;6;0;0;7;0;1;0;0;10;0;4;3;0;16;0;6;1;0;5;0;2;0;0;1;0;3;0;0;9;0;3;0;1;20;0;4;0;0;15;0;3;0;0;13;0;1;0;0;2;0;6;0;0;11;0;4;0;0;8;0;6;2;0;12;0;2;0;0;7;0;3;0;0;5;0;6;0;0;6;0;2;0;1;5;0;3;0;0;6;0;8;3;0;3;0;4;0;0;5;0
510279305000027;8;4;0;0;3;0;8;2;0;18;0;3;1;0;10;0;3;1;0;7;0;0;0;0;3;0;2;0;0;11;0;7;2;0;6;0;5;2;0;6;0;7;1;0;13;0;5;1;0;12;0;5;1;0;3;0;1;1;0;8;0;2;1;0;1;0;4;0;0;10;0;2;0;0;3;0;1;0;0;2;0;3;1;0;6;0;8;1;0;13;0;2;3;0;8;0;2;3;0;5;0;0;0;0;3;0;3;0;0;5;0;5;2;0;17;0;10;0;0;12;0;1;0;0;6;0;4;3;0;5;0;1;1;0;10;0;6;1;0;8;0;2;1;0;3;0;5;0;0;0;0;1;0;0;4;0
510285005000001;1;4;0;0;1;0;1;0;0;4;0;4;1;2;0;0;4;0;0;0;0;0;1;2;0;0;4;0;2;1;0;3;1;0;3;0;3;0;0;2;0;3;2;0;2;0;5;1;2;2;0;3;1;0;3;0;3;0;1;0;0;2;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;7;0;6;0;1;9;0;5;0;0;3;0;4;0;0;1;0;1;0;0;2;0;2;0;0;3;0;5;3;0;4;0;4;0;0;8;0;5;0;1;4;0;3;0;0;1;0;4;0;2;4;0;6;0;0;0;0;1;1;0;1;0;2;0;0;1;0;2;0;0;0;0
510285005000002;1;2;1;0;2;0;7;0;0;4;0;7;0;1;10;0;5;0;1;7;0;2;0;0;3;0;6;1;0;13;0;8;0;1;6;0;8;0;0;6;0;9;0;0;3;0;3;1;0;4;0;7;0;1;7;0;7;1;0;1;0;4;0;1;3;0;5;0;0;4;0;0;0;0;1;0;2;0;0;0;0;9;0;0;2;0;5;0;0;11;0;9;1;2;4;0;5;1;1;3;0;4;0;1;1;0;12;2;1;6;0;13;2;0;7;0;8;0;0;4;0;5;0;2;6;0;4;0;0;6;0;7;0;0;8;0;5;0;0;2;0;2;0;1;1;0;3;0;0;3;0;2;0;0;1;0
510285005000003;1;2;0;0;3;0;6;0;0;0;0;5;0;0;6;0;4;0;0;2;0;1;0;0;4;0;7;0;1;2;0;5;0;0;1;0;4;1;0;0;0;3;0;0;0;0;3;1;0;3;0;5;1;0;3;0;2;0;0;0;0;2;0;0;2;0;4;0;0;0;0;1;0;0;1;0;1;0;0;0;0;2;0;0;0;0;6;0;0;3;0;6;1;0;6;0;4;0;0;5;0;2;1;0;1;0;8;0;0;2;0;1;0;0;1;0;5;0;0;3;0;9;0;0;4;0;4;1;0;1;0;5;0;0;0;0;4;0;0;1;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0
510285005000004;1;0;0;0;2;0;2;0;0;0;0;4;0;0;0;0;2;0;0;0;0;2;0;0;0;0;3;0;0;0;0;4;0;0;1;0;2;1;0;1;0;1;0;0;1;0;2;0;0;0;0;2;0;0;1;0;3;1;0;1;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0;0;1;0;1;0;0;0;0;2;0;0;1;0;5;0;0;1;0;2;0;0;2;0;1;0;0;0;0;5;0;0;1;0;1;0;0;0;0;4;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510285005000005;1;2;0;0;1;0;7;0;0;0;0;5;0;0;3;0;3;0;0;1;0;2;0;0;2;0;9;0;0;3;0;12;0;0;0;0;2;0;0;1;0;5;0;1;1;0;2;0;0;2;0;5;1;2;4;0;4;0;0;1;0;3;0;0;2;0;3;0;0;2;0;2;0;0;2;0;0;0;0;0;0;2;0;0;1;0;8;0;1;3;0;5;0;0;4;0;4;0;0;3;0;1;0;0;1;0;4;0;0;1;0;4;0;0;0;0;2;0;1;2;0;9;1;0;4;0;3;0;1;0;0;6;0;1;3;0;5;0;0;1;0;7;1;0;1;0;4;0;0;1;0;1;0;0;1;0
510285005000006;1;2;0;0;2;0;3;0;0;5;0;4;0;0;6;0;2;0;0;3;0;2;0;0;3;0;5;0;0;4;0;0;0;0;5;0;7;0;0;4;0;3;0;0;3;0;1;0;0;5;0;4;0;0;3;0;4;0;0;2;0;3;0;0;1;0;4;0;0;2;0;3;0;0;2;0;1;0;0;1;0;2;0;0;1;0;10;0;0;6;0;3;0;0;2;0;2;0;0;1;0;1;0;0;1;0;4;0;1;6;0;4;0;0;3;0;6;0;0;3;0;3;0;0;3;0;3;0;0;4;0;4;0;0;1;0;9;0;0;2;0;5;0;0;2;0;6;0;0;1;0;3;0;0;1;0
510285005000007;1;6;0;0;4;0;11;2;2;6;0;9;2;0;8;0;5;1;0;6;0;4;1;0;2;0;9;0;0;9;0;5;1;0;6;0;11;1;1;9;0;4;0;0;6;0;7;0;0;5;0;9;0;0;9;0;5;1;0;9;0;3;1;0;3;0;4;0;1;4;0;4;0;0;3;0;3;0;0;0;0;4;0;0;5;0;8;0;0;3;0;11;1;0;3;0;4;1;0;1;0;7;0;0;2;0;9;2;0;6;0;9;0;1;5;0;11;1;0;4;0;4;1;0;6;0;12;0;0;6;0;3;0;0;6;0;9;1;1;2;0;2;0;0;1;0;8;0;1;2;1;1;0;0;2;0
510285005000008;1;2;0;0;4;0;8;2;0;4;1;7;4;0;18;0;3;2;0;11;0;4;2;0;7;0;6;0;0;7;0;4;1;0;8;0;9;2;0;6;0;2;4;0;7;0;6;1;0;7;0;5;1;0;10;0;5;1;0;3;0;3;0;0;2;0;1;0;0;1;0;1;2;0;0;0;1;0;0;0;0;2;1;0;7;0;6;4;0;20;0;11;3;0;13;0;7;0;0;7;0;4;3;0;6;0;6;3;0;12;0;7;1;0;6;0;4;2;0;14;1;4;3;0;12;0;4;2;0;4;1;7;3;0;2;0;2;0;0;3;0;2;0;0;1;0;5;2;0;1;0;2;0;0;0;0
510285005000009;1;7;1;0;10;1;16;7;0;17;0;13;0;0;26;1;10;0;0;16;1;3;0;0;10;0;14;8;0;13;0;11;2;0;13;0;11;0;0;10;0;12;2;0;11;0;8;1;0;9;0;5;2;0;4;0;2;0;0;2;0;2;0;0;4;0;5;0;0;4;1;2;0;0;2;0;3;0;0;1;0;4;2;0;14;0;12;2;0;24;1;13;4;0;16;0;10;1;0;13;0;3;3;0;3;0;11;2;0;16;1;10;2;0;17;0;8;3;0;15;0;7;3;0;12;0;6;0;0;8;0;4;1;0;4;0;1;1;0;5;0;2;0;0;0;0;4;0;0;3;0;1;0;0;2;0
510285005000010;1;1;0;0;1;0;0;0;0;1;0;2;1;0;3;0;1;1;0;2;0;1;0;0;1;0;2;0;0;5;0;2;0;0;1;0;1;0;0;4;0;3;2;0;4;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;3;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;0;0;4;0;2;0;0;3;0;1;0;0;1;0;1;0;0;2;0;2;1;0;4;0;3;0;0;2;0;1;0;0;1;0;2;2;0;2;0;0;0;0;1;0;2;0;0;1;0;0;0;0;2;0;1;0;0;2;0;1;0;0;1;0;0;0;0;0;0
510285005000011;1;2;0;0;0;0;3;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0
510285005000012;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
510285005000013;1;3;1;0;6;0;11;4;0;18;0;5;1;0;13;0;4;1;0;6;0;1;0;0;7;0;7;3;0;7;0;8;2;0;10;0;5;1;1;8;0;2;2;0;16;0;4;3;0;2;0;4;0;0;3;0;5;3;0;1;0;2;1;1;3;0;2;1;0;7;0;2;2;0;0;0;1;0;0;2;0;5;1;1;6;0;9;2;3;9;0;10;0;0;8;0;6;0;0;4;0;4;0;0;4;0;6;0;1;10;0;6;1;0;13;0;4;0;1;10;0;6;2;2;6;0;5;2;0;6;0;3;0;0;2;0;3;1;0;3;0;4;1;0;2;0;5;0;1;3;0;2;0;0;0;0
510285005000014;1;6;3;1;2;0;8;1;0;4;0;10;2;0;6;0;7;1;0;1;0;3;1;0;5;0;2;0;0;6;0;9;2;1;3;0;9;2;0;7;0;6;0;0;1;0;2;3;0;6;0;8;1;0;2;0;3;0;0;2;0;5;0;0;2;0;3;0;0;0;0;4;0;0;0;0;0;1;0;3;0;6;1;0;3;0;9;2;0;6;0;7;2;0;8;0;1;1;0;5;0;6;1;0;3;0;7;1;0;3;0;12;1;2;3;0;8;1;0;3;0;7;2;1;4;0;9;2;0;2;0;5;2;0;1;0;6;0;0;2;0;1;0;0;0;0;3;0;0;1;0;6;0;0;1;0
510285005000015;2;3;0;0;3;0;0;0;0;6;0;3;0;0;5;0;2;0;0;4;0;1;0;0;1;0;2;0;0;4;0;3;0;0;4;0;2;1;0;5;0;3;0;0;2;0;0;0;0;4;0;3;0;0;1;0;1;0;0;3;0;1;1;0;1;0;3;0;0;1;0;1;0;0;5;0;0;0;0;0;0;2;0;0;2;0;2;1;0;3;0;6;0;0;3;0;3;0;0;2;0;3;0;0;1;0;3;0;0;8;0;3;0;0;4;0;1;0;0;4;0;5;1;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;3;0;2;0;0;1;0;1;0;0;2;0;0;0;0;0;0
510285005000016;8;1;0;0;4;0;11;1;0;5;1;14;0;0;11;0;8;0;0;8;0;6;0;0;3;0;11;0;0;12;0;8;1;0;6;0;5;1;0;10;0;5;0;0;3;0;6;0;0;5;0;12;0;0;1;0;4;0;0;5;0;4;0;0;3;0;6;0;0;2;0;2;0;0;1;0;1;0;0;0;0;2;0;0;2;0;8;0;1;9;0;7;1;0;7;0;3;1;0;7;0;4;0;0;0;0;11;0;0;11;0;3;0;0;6;0;5;1;0;6;0;7;0;0;4;0;5;0;0;2;0;2;0;0;3;0;3;0;0;1;0;4;0;0;2;0;4;0;0;0;0;1;0;0;0;0
510285005000017;8;5;0;0;2;0;7;0;0;5;0;6;1;0;5;0;3;1;0;1;0;3;0;0;4;0;5;1;0;4;0;3;0;0;8;0;3;2;0;12;0;3;0;0;3;0;5;0;0;5;0;4;0;0;11;0;4;0;0;4;0;3;1;0;7;0;0;0;0;3;0;1;0;0;3;0;0;0;0;0;0;2;0;0;4;0;3;0;0;9;0;2;2;0;5;0;2;2;0;4;0;0;0;0;1;0;6;0;1;9;0;7;1;0;7;0;2;0;0;3;0;3;2;0;2;0;4;0;0;6;0;5;0;0;2;0;2;0;0;5;0;4;0;0;0;0;1;0;0;3;0;3;0;0;3;0
